SampleID	EdgeA	EdgeB	XEdge	TriangleXAX	L3XAX	
696000	3.00000	1.00000	169.00000	14.00000	519.00000	
697000	5.00000	2.00000	159.00000	23.00000	756.00000	
698000	6.00000	1.00000	168.00000	31.00000	1162.00000	
699000	8.00000	2.00000	176.00000	40.00000	1565.00000	
700000	13.00000	2.00000	171.00000	62.00000	2594.00000	
701000	10.00000	1.00000	158.00000	44.00000	1668.00000	
702000	9.00000	0.00000	158.00000	39.00000	1554.00000	
703000	11.00000	0.00000	177.00000	56.00000	2202.00000	
704000	6.00000	0.00000	154.00000	30.00000	940.00000	
705000	5.00000	0.00000	158.00000	18.00000	796.00000	
706000	9.00000	0.00000	182.00000	45.00000	1882.00000	
707000	9.00000	0.00000	169.00000	40.00000	1757.00000	
708000	12.00000	1.00000	162.00000	63.00000	2020.00000	
709000	9.00000	1.00000	181.00000	52.00000	1835.00000	
710000	11.00000	1.00000	171.00000	51.00000	2352.00000	
711000	12.00000	3.00000	179.00000	82.00000	2949.00000	
712000	11.00000	3.00000	175.00000	55.00000	2301.00000	
713000	9.00000	2.00000	182.00000	48.00000	1919.00000	
714000	9.00000	5.00000	184.00000	53.00000	1969.00000	
715000	8.00000	4.00000	160.00000	39.00000	1237.00000	
716000	6.00000	4.00000	160.00000	21.00000	773.00000	
717000	7.00000	2.00000	152.00000	27.00000	1019.00000	
718000	7.00000	2.00000	159.00000	26.00000	1160.00000	
719000	7.00000	0.00000	153.00000	21.00000	989.00000	
720000	6.00000	0.00000	159.00000	27.00000	935.00000	
721000	4.00000	1.00000	151.00000	20.00000	747.00000	
722000	6.00000	2.00000	159.00000	24.00000	993.00000	
723000	8.00000	2.00000	156.00000	29.00000	1122.00000	
724000	6.00000	1.00000	156.00000	28.00000	1176.00000	
725000	6.00000	2.00000	155.00000	30.00000	1045.00000	
726000	5.00000	1.00000	149.00000	16.00000	554.00000	
727000	5.00000	0.00000	159.00000	25.00000	970.00000	
728000	8.00000	2.00000	157.00000	41.00000	1421.00000	
729000	9.00000	2.00000	152.00000	29.00000	1373.00000	
730000	7.00000	2.00000	179.00000	31.00000	1380.00000	
731000	9.00000	2.00000	180.00000	45.00000	1699.00000	
732000	9.00000	2.00000	170.00000	38.00000	1476.00000	
733000	6.00000	1.00000	172.00000	33.00000	1291.00000	
734000	6.00000	4.00000	168.00000	32.00000	1351.00000	
735000	3.00000	3.00000	166.00000	13.00000	570.00000	
736000	2.00000	2.00000	156.00000	8.00000	293.00000	
737000	2.00000	2.00000	140.00000	5.00000	216.00000	
738000	3.00000	1.00000	133.00000	7.00000	358.00000	
739000	3.00000	2.00000	144.00000	15.00000	318.00000	
740000	8.00000	3.00000	154.00000	36.00000	1469.00000	
741000	10.00000	3.00000	163.00000	59.00000	2048.00000	
742000	9.00000	3.00000	167.00000	55.00000	1967.00000	
743000	6.00000	4.00000	165.00000	27.00000	980.00000	
744000	5.00000	4.00000	151.00000	20.00000	754.00000	
745000	4.00000	4.00000	145.00000	13.00000	435.00000	
746000	6.00000	4.00000	149.00000	19.00000	860.00000	
747000	2.00000	3.00000	149.00000	4.00000	366.00000	
748000	4.00000	3.00000	151.00000	15.00000	722.00000	
749000	7.00000	4.00000	159.00000	37.00000	1492.00000	
750000	4.00000	4.00000	151.00000	19.00000	615.00000	
751000	1.00000	3.00000	169.00000	2.00000	91.00000	
752000	4.00000	0.00000	160.00000	16.00000	650.00000	
753000	5.00000	2.00000	142.00000	16.00000	687.00000	
754000	5.00000	2.00000	146.00000	17.00000	650.00000	
755000	5.00000	1.00000	144.00000	10.00000	541.00000	
756000	7.00000	2.00000	140.00000	22.00000	886.00000	
757000	7.00000	1.00000	151.00000	23.00000	1162.00000	
758000	7.00000	2.00000	171.00000	36.00000	1359.00000	
759000	4.00000	4.00000	169.00000	17.00000	705.00000	
760000	8.00000	2.00000	172.00000	32.00000	1397.00000	
761000	9.00000	2.00000	170.00000	51.00000	1727.00000	
762000	5.00000	1.00000	180.00000	23.00000	1006.00000	
763000	6.00000	4.00000	164.00000	29.00000	1089.00000	
764000	8.00000	4.00000	175.00000	39.00000	1442.00000	
765000	11.00000	3.00000	178.00000	55.00000	2361.00000	
766000	9.00000	3.00000	184.00000	54.00000	2118.00000	
767000	9.00000	2.00000	177.00000	42.00000	1879.00000	
768000	10.00000	1.00000	178.00000	56.00000	2223.00000	
769000	8.00000	2.00000	155.00000	35.00000	1180.00000	
770000	6.00000	2.00000	160.00000	36.00000	1045.00000	
771000	5.00000	2.00000	174.00000	30.00000	1182.00000	
772000	4.00000	3.00000	158.00000	21.00000	637.00000	
773000	7.00000	4.00000	160.00000	30.00000	1281.00000	
774000	7.00000	0.00000	176.00000	38.00000	1344.00000	
775000	5.00000	0.00000	155.00000	21.00000	827.00000	
776000	5.00000	0.00000	169.00000	27.00000	988.00000	
777000	4.00000	1.00000	143.00000	15.00000	652.00000	
778000	4.00000	3.00000	138.00000	8.00000	475.00000	
779000	3.00000	0.00000	135.00000	8.00000	381.00000	
780000	3.00000	0.00000	138.00000	8.00000	406.00000	
781000	2.00000	0.00000	136.00000	9.00000	363.00000	
782000	4.00000	1.00000	149.00000	9.00000	433.00000	
783000	2.00000	3.00000	133.00000	7.00000	276.00000	
784000	4.00000	1.00000	160.00000	17.00000	607.00000	
785000	2.00000	2.00000	161.00000	5.00000	200.00000	
786000	3.00000	2.00000	161.00000	13.00000	453.00000	
787000	6.00000	5.00000	171.00000	33.00000	1129.00000	
788000	6.00000	3.00000	195.00000	31.00000	1404.00000	
789000	11.00000	3.00000	182.00000	60.00000	2449.00000	
790000	12.00000	3.00000	175.00000	63.00000	2370.00000	
791000	12.00000	2.00000	183.00000	57.00000	2544.00000	
792000	15.00000	0.00000	191.00000	72.00000	3185.00000	
793000	13.00000	0.00000	183.00000	57.00000	2675.00000	
794000	10.00000	2.00000	172.00000	42.00000	1686.00000	
795000	11.00000	1.00000	167.00000	54.00000	1881.00000	
796000	12.00000	6.00000	170.00000	53.00000	2168.00000	
797000	12.00000	4.00000	172.00000	67.00000	2504.00000	
798000	11.00000	1.00000	182.00000	60.00000	2748.00000	
799000	10.00000	0.00000	187.00000	74.00000	2919.00000	
800000	10.00000	0.00000	192.00000	49.00000	2399.00000	
801000	9.00000	1.00000	181.00000	38.00000	1773.00000	
802000	7.00000	1.00000	175.00000	35.00000	1395.00000	
803000	5.00000	2.00000	176.00000	25.00000	1056.00000	
804000	5.00000	2.00000	160.00000	22.00000	807.00000	
805000	8.00000	1.00000	162.00000	38.00000	1401.00000	
806000	5.00000	3.00000	167.00000	19.00000	797.00000	
807000	5.00000	1.00000	167.00000	21.00000	1033.00000	
808000	7.00000	3.00000	164.00000	38.00000	1486.00000	
809000	8.00000	2.00000	164.00000	32.00000	1438.00000	
810000	4.00000	1.00000	173.00000	15.00000	602.00000	
811000	5.00000	1.00000	174.00000	23.00000	812.00000	
812000	6.00000	1.00000	146.00000	29.00000	1023.00000	
813000	7.00000	2.00000	142.00000	27.00000	1079.00000	
814000	3.00000	1.00000	155.00000	16.00000	596.00000	
815000	4.00000	0.00000	159.00000	24.00000	816.00000	
816000	7.00000	0.00000	160.00000	30.00000	1241.00000	
817000	4.00000	0.00000	157.00000	12.00000	571.00000	
818000	5.00000	0.00000	162.00000	24.00000	794.00000	
819000	3.00000	0.00000	137.00000	9.00000	405.00000	
820000	4.00000	1.00000	140.00000	14.00000	461.00000	
821000	5.00000	2.00000	124.00000	13.00000	422.00000	
822000	5.00000	2.00000	152.00000	24.00000	808.00000	
823000	8.00000	1.00000	142.00000	36.00000	1137.00000	
824000	8.00000	4.00000	146.00000	25.00000	954.00000	
825000	7.00000	3.00000	148.00000	20.00000	1128.00000	
826000	6.00000	1.00000	150.00000	23.00000	1080.00000	
827000	3.00000	1.00000	152.00000	14.00000	585.00000	
828000	3.00000	1.00000	167.00000	10.00000	523.00000	
829000	7.00000	2.00000	150.00000	32.00000	1059.00000	
830000	5.00000	2.00000	161.00000	25.00000	845.00000	
831000	4.00000	5.00000	178.00000	16.00000	773.00000	
832000	6.00000	3.00000	162.00000	30.00000	1020.00000	
833000	7.00000	2.00000	158.00000	26.00000	1136.00000	
834000	4.00000	3.00000	147.00000	17.00000	580.00000	
835000	5.00000	3.00000	156.00000	21.00000	830.00000	
836000	7.00000	3.00000	157.00000	23.00000	1038.00000	
837000	6.00000	2.00000	134.00000	16.00000	686.00000	
838000	7.00000	1.00000	140.00000	29.00000	1056.00000	
839000	6.00000	0.00000	166.00000	30.00000	1249.00000	
840000	4.00000	0.00000	161.00000	19.00000	720.00000	
841000	4.00000	0.00000	171.00000	16.00000	629.00000	
842000	4.00000	0.00000	165.00000	12.00000	512.00000	
843000	5.00000	0.00000	159.00000	13.00000	582.00000	
844000	4.00000	1.00000	152.00000	13.00000	624.00000	
845000	3.00000	2.00000	155.00000	13.00000	404.00000	
846000	2.00000	4.00000	156.00000	9.00000	325.00000	
847000	2.00000	6.00000	142.00000	8.00000	218.00000	
848000	1.00000	2.00000	152.00000	4.00000	156.00000	
849000	4.00000	1.00000	165.00000	15.00000	696.00000	
850000	5.00000	1.00000	169.00000	26.00000	954.00000	
851000	5.00000	1.00000	170.00000	21.00000	956.00000	
852000	5.00000	2.00000	147.00000	19.00000	667.00000	
853000	6.00000	1.00000	172.00000	19.00000	956.00000	
854000	6.00000	2.00000	158.00000	27.00000	1128.00000	
855000	4.00000	2.00000	150.00000	16.00000	636.00000	
856000	8.00000	1.00000	173.00000	39.00000	1380.00000	
857000	7.00000	3.00000	174.00000	31.00000	1301.00000	
858000	10.00000	4.00000	177.00000	59.00000	2071.00000	
859000	4.00000	5.00000	166.00000	22.00000	819.00000	
860000	6.00000	1.00000	166.00000	23.00000	924.00000	
861000	6.00000	2.00000	168.00000	19.00000	930.00000	
862000	4.00000	2.00000	173.00000	26.00000	884.00000	
863000	5.00000	2.00000	156.00000	16.00000	802.00000	
864000	8.00000	1.00000	159.00000	23.00000	1130.00000	
865000	9.00000	0.00000	164.00000	35.00000	1539.00000	
866000	8.00000	0.00000	170.00000	50.00000	1626.00000	
867000	10.00000	0.00000	169.00000	52.00000	2163.00000	
868000	4.00000	0.00000	154.00000	16.00000	660.00000	
869000	8.00000	1.00000	162.00000	34.00000	1487.00000	
870000	8.00000	3.00000	172.00000	41.00000	1578.00000	
871000	11.00000	3.00000	178.00000	50.00000	2209.00000	
872000	11.00000	1.00000	184.00000	62.00000	2762.00000	
873000	6.00000	2.00000	148.00000	23.00000	935.00000	
874000	6.00000	3.00000	141.00000	23.00000	734.00000	
875000	4.00000	1.00000	146.00000	19.00000	616.00000	
876000	3.00000	0.00000	150.00000	8.00000	465.00000	
877000	6.00000	2.00000	160.00000	20.00000	917.00000	
878000	8.00000	0.00000	144.00000	27.00000	1019.00000	
879000	6.00000	0.00000	143.00000	16.00000	576.00000	
880000	5.00000	1.00000	159.00000	20.00000	784.00000	
881000	6.00000	0.00000	159.00000	27.00000	1083.00000	
882000	4.00000	2.00000	160.00000	26.00000	686.00000	
883000	7.00000	2.00000	164.00000	35.00000	1134.00000	
884000	5.00000	2.00000	151.00000	17.00000	674.00000	
885000	7.00000	2.00000	165.00000	39.00000	1467.00000	
886000	7.00000	0.00000	149.00000	28.00000	1114.00000	
887000	4.00000	2.00000	157.00000	17.00000	806.00000	
888000	4.00000	1.00000	158.00000	16.00000	558.00000	
889000	5.00000	2.00000	160.00000	23.00000	765.00000	
890000	8.00000	4.00000	153.00000	25.00000	1118.00000	
891000	3.00000	3.00000	138.00000	13.00000	404.00000	
892000	2.00000	3.00000	144.00000	5.00000	240.00000	
893000	5.00000	2.00000	155.00000	22.00000	824.00000	
894000	4.00000	3.00000	163.00000	17.00000	659.00000	
895000	5.00000	2.00000	185.00000	23.00000	976.00000	
896000	10.00000	2.00000	179.00000	48.00000	2045.00000	
897000	8.00000	1.00000	182.00000	35.00000	1582.00000	
898000	8.00000	2.00000	187.00000	52.00000	1869.00000	
899000	12.00000	2.00000	182.00000	62.00000	2693.00000	
900000	9.00000	0.00000	196.00000	48.00000	2265.00000	
901000	11.00000	1.00000	184.00000	57.00000	2468.00000	
902000	8.00000	3.00000	181.00000	44.00000	1847.00000	
903000	14.00000	2.00000	183.00000	83.00000	3287.00000	
904000	14.00000	3.00000	185.00000	77.00000	3354.00000	
905000	13.00000	3.00000	190.00000	91.00000	3672.00000	
906000	13.00000	4.00000	187.00000	95.00000	4003.00000	
907000	12.00000	4.00000	170.00000	66.00000	2849.00000	
908000	7.00000	4.00000	138.00000	25.00000	1035.00000	
909000	4.00000	2.00000	142.00000	13.00000	557.00000	
910000	8.00000	1.00000	153.00000	31.00000	1370.00000	
911000	10.00000	1.00000	157.00000	35.00000	1472.00000	
912000	8.00000	1.00000	147.00000	34.00000	1215.00000	
913000	8.00000	1.00000	155.00000	28.00000	983.00000	
914000	7.00000	0.00000	174.00000	33.00000	1291.00000	
915000	5.00000	1.00000	152.00000	20.00000	963.00000	
916000	10.00000	1.00000	139.00000	43.00000	1527.00000	
917000	9.00000	3.00000	130.00000	31.00000	1252.00000	
918000	8.00000	5.00000	151.00000	33.00000	1094.00000	
919000	9.00000	2.00000	154.00000	40.00000	1512.00000	
920000	6.00000	0.00000	153.00000	22.00000	1080.00000	
921000	4.00000	1.00000	154.00000	14.00000	577.00000	
922000	4.00000	1.00000	135.00000	17.00000	536.00000	
923000	3.00000	1.00000	143.00000	9.00000	496.00000	
924000	5.00000	1.00000	146.00000	18.00000	711.00000	
925000	6.00000	2.00000	172.00000	26.00000	1026.00000	
926000	8.00000	1.00000	160.00000	25.00000	1117.00000	
927000	9.00000	2.00000	179.00000	41.00000	1729.00000	
928000	8.00000	1.00000	184.00000	45.00000	1571.00000	
929000	8.00000	1.00000	162.00000	33.00000	1392.00000	
930000	10.00000	2.00000	174.00000	56.00000	2034.00000	
931000	7.00000	3.00000	173.00000	42.00000	1438.00000	
932000	9.00000	1.00000	172.00000	30.00000	1344.00000	
933000	5.00000	2.00000	154.00000	27.00000	1008.00000	
934000	6.00000	2.00000	150.00000	22.00000	870.00000	
935000	4.00000	2.00000	164.00000	17.00000	817.00000	
936000	4.00000	3.00000	153.00000	16.00000	645.00000	
937000	4.00000	4.00000	159.00000	19.00000	696.00000	
938000	5.00000	2.00000	161.00000	15.00000	841.00000	
939000	7.00000	2.00000	171.00000	33.00000	1291.00000	
940000	5.00000	1.00000	169.00000	21.00000	811.00000	
941000	4.00000	2.00000	151.00000	11.00000	576.00000	
942000	2.00000	4.00000	149.00000	6.00000	290.00000	
943000	4.00000	3.00000	154.00000	15.00000	656.00000	
944000	5.00000	4.00000	157.00000	24.00000	783.00000	
945000	5.00000	1.00000	162.00000	21.00000	892.00000	
946000	6.00000	1.00000	165.00000	25.00000	1079.00000	
947000	4.00000	2.00000	158.00000	15.00000	573.00000	
948000	7.00000	3.00000	154.00000	28.00000	1077.00000	
949000	6.00000	3.00000	152.00000	28.00000	827.00000	
950000	3.00000	3.00000	168.00000	13.00000	612.00000	
951000	4.00000	4.00000	169.00000	21.00000	856.00000	
952000	5.00000	2.00000	146.00000	19.00000	638.00000	
953000	4.00000	2.00000	152.00000	17.00000	648.00000	
954000	2.00000	2.00000	146.00000	2.00000	203.00000	
955000	4.00000	3.00000	139.00000	13.00000	424.00000	
956000	4.00000	4.00000	145.00000	15.00000	486.00000	
957000	6.00000	0.00000	154.00000	29.00000	1175.00000	
958000	11.00000	0.00000	142.00000	39.00000	1513.00000	
959000	6.00000	0.00000	163.00000	34.00000	1405.00000	
960000	4.00000	3.00000	170.00000	27.00000	1076.00000	
961000	5.00000	5.00000	151.00000	25.00000	732.00000	
962000	3.00000	5.00000	142.00000	15.00000	381.00000	
963000	6.00000	3.00000	150.00000	22.00000	946.00000	
964000	10.00000	2.00000	165.00000	47.00000	1868.00000	
965000	8.00000	3.00000	163.00000	40.00000	1816.00000	
966000	7.00000	3.00000	164.00000	46.00000	1354.00000	
967000	10.00000	2.00000	176.00000	55.00000	1962.00000	
968000	8.00000	2.00000	171.00000	43.00000	1566.00000	
969000	7.00000	2.00000	165.00000	35.00000	1286.00000	
970000	6.00000	2.00000	175.00000	27.00000	1243.00000	
971000	6.00000	1.00000	159.00000	25.00000	1082.00000	
972000	9.00000	3.00000	171.00000	53.00000	1781.00000	
973000	9.00000	2.00000	163.00000	46.00000	1839.00000	
974000	6.00000	2.00000	164.00000	24.00000	1002.00000	
975000	7.00000	4.00000	163.00000	39.00000	1353.00000	
976000	4.00000	6.00000	156.00000	19.00000	813.00000	
977000	2.00000	2.00000	161.00000	8.00000	339.00000	
978000	4.00000	1.00000	155.00000	15.00000	565.00000	
979000	6.00000	2.00000	171.00000	38.00000	1204.00000	
980000	3.00000	2.00000	160.00000	16.00000	438.00000	
981000	6.00000	3.00000	169.00000	29.00000	1227.00000	
982000	7.00000	1.00000	153.00000	27.00000	1248.00000	
983000	11.00000	0.00000	142.00000	37.00000	1360.00000	
984000	8.00000	1.00000	150.00000	28.00000	1099.00000	
985000	10.00000	3.00000	161.00000	47.00000	1905.00000	
986000	8.00000	3.00000	154.00000	38.00000	1254.00000	
987000	6.00000	3.00000	169.00000	33.00000	1340.00000	
988000	5.00000	5.00000	152.00000	18.00000	821.00000	
989000	3.00000	4.00000	148.00000	13.00000	571.00000	
990000	7.00000	4.00000	177.00000	42.00000	1747.00000	
991000	3.00000	4.00000	165.00000	19.00000	520.00000	
992000	2.00000	3.00000	152.00000	7.00000	260.00000	
993000	2.00000	3.00000	161.00000	10.00000	384.00000	
994000	5.00000	3.00000	152.00000	20.00000	918.00000	
995000	7.00000	2.00000	155.00000	27.00000	1147.00000	
996000	6.00000	2.00000	165.00000	30.00000	1084.00000	
997000	9.00000	2.00000	164.00000	43.00000	1600.00000	
998000	7.00000	3.00000	159.00000	24.00000	857.00000	
999000	10.00000	3.00000	157.00000	44.00000	1506.00000	
1000000	8.00000	1.00000	153.00000	32.00000	1240.00000	
